sequence,score,reps,source
seq_00719.npy,29.0,6,custom_aug
seq_00720.npy,28.0,7,custom_aug
seq_00721.npy,48.0,4,custom_aug
seq_00722.npy,41.0,6,custom_aug
seq_00723.npy,39.0,5,custom_aug
seq_00724.npy,31.0,5,custom_aug
seq_00725.npy,23.0,4,custom_aug
seq_00726.npy,31.0,8,custom_aug
seq_00727.npy,30.0,8,custom_aug
seq_00728.npy,38.0,4,custom_aug
seq_00729.npy,40.0,4,custom_aug
seq_00730.npy,48.0,7,custom_aug
seq_00731.npy,41.0,7,custom_aug
seq_00732.npy,40.0,5,custom_aug
seq_00733.npy,46.0,7,custom_aug
seq_00734.npy,45.0,4,custom_aug
seq_00735.npy,75.0,5,custom_aug
seq_00736.npy,75.0,5,custom_aug
seq_00737.npy,75.0,5,custom_aug
seq_00738.npy,75.0,5,custom_aug
seq_00739.npy,75.0,5,custom_aug
seq_00740.npy,75.0,5,custom_aug
seq_00741.npy,75.0,5,custom_aug
seq_00742.npy,75.0,5,custom_aug
seq_00743.npy,75.0,5,custom_aug
seq_00744.npy,75.0,5,custom_aug
seq_00745.npy,75.0,5,custom_aug
seq_00746.npy,75.0,5,custom_aug
seq_00747.npy,75.0,5,custom_aug
seq_00748.npy,75.0,5,custom_aug
seq_00749.npy,75.0,5,custom_aug
seq_00750.npy,75.0,5,custom_aug
seq_00751.npy,75.0,5,custom_aug
seq_00752.npy,75.0,5,custom_aug
seq_00753.npy,75.0,5,custom_aug
seq_00754.npy,75.0,5,custom_aug
seq_00755.npy,75.0,5,custom_aug
seq_00756.npy,75.0,5,custom_aug
seq_00757.npy,75.0,5,custom_aug
seq_00758.npy,75.0,5,custom_aug
seq_00759.npy,75.0,5,custom_aug
seq_00760.npy,75.0,5,custom_aug
seq_00761.npy,75.0,5,custom_aug
seq_00762.npy,75.0,5,custom_aug
seq_00763.npy,75.0,5,custom_aug
seq_00764.npy,75.0,5,custom_aug
seq_00765.npy,75.0,5,custom_aug
seq_00766.npy,75.0,5,custom_aug
seq_00767.npy,75.0,5,custom_aug
seq_00768.npy,75.0,5,custom_aug
seq_00769.npy,75.0,5,custom_aug
seq_00770.npy,75.0,5,custom_aug
seq_00771.npy,75.0,5,custom_aug
seq_00772.npy,75.0,5,custom_aug
seq_00773.npy,75.0,5,custom_aug
seq_00774.npy,75.0,5,custom_aug
seq_00775.npy,75.0,5,custom_aug
seq_00776.npy,75.0,5,custom_aug
seq_00777.npy,75.0,5,custom_aug
seq_00778.npy,75.0,5,custom_aug
seq_00779.npy,75.0,5,custom_aug
seq_00780.npy,75.0,5,custom_aug
seq_00781.npy,75.0,5,custom_aug
seq_00782.npy,75.0,5,custom_aug
seq_00783.npy,75.0,5,custom_aug
seq_00784.npy,75.0,5,custom_aug
seq_00785.npy,75.0,5,custom_aug
seq_00786.npy,75.0,5,custom_aug
seq_00787.npy,75.0,5,custom_aug
seq_00788.npy,75.0,5,custom_aug
seq_00789.npy,75.0,5,custom_aug
seq_00790.npy,75.0,5,custom_aug
seq_00791.npy,75.0,5,custom_aug
seq_00792.npy,75.0,5,custom_aug
seq_00793.npy,75.0,5,custom_aug
seq_00794.npy,75.0,5,custom_aug
seq_00795.npy,75.0,5,custom_aug
seq_00796.npy,75.0,5,custom_aug
seq_00797.npy,75.0,5,custom_aug
seq_00798.npy,75.0,5,custom_aug
seq_00799.npy,75.0,5,custom_aug
seq_00800.npy,75.0,5,custom_aug
seq_00801.npy,75.0,5,custom_aug
seq_00802.npy,75.0,5,custom_aug
seq_00803.npy,75.0,5,custom_aug
seq_00804.npy,75.0,5,custom_aug
seq_00805.npy,75.0,5,custom_aug
seq_00806.npy,75.0,5,custom_aug
seq_00807.npy,75.0,5,custom_aug
seq_00808.npy,75.0,5,custom_aug
seq_00809.npy,75.0,5,custom_aug
seq_00810.npy,75.0,5,custom_aug
seq_00811.npy,75.0,5,custom_aug
seq_00812.npy,75.0,5,custom_aug
seq_00813.npy,75.0,5,custom_aug
seq_00814.npy,75.0,5,custom_aug
seq_00815.npy,75.0,5,custom_aug
seq_00816.npy,75.0,5,custom_aug
seq_00817.npy,75.0,5,custom_aug
seq_00818.npy,75.0,5,custom_aug
seq_00819.npy,75.0,5,custom_aug
seq_00820.npy,75.0,5,custom_aug
seq_00821.npy,75.0,5,custom_aug
seq_00822.npy,75.0,5,custom_aug
seq_00823.npy,75.0,5,custom_aug
seq_00824.npy,75.0,5,custom_aug
seq_00825.npy,75.0,5,custom_aug
seq_00826.npy,75.0,5,custom_aug
seq_00827.npy,75.0,5,custom_aug
seq_00828.npy,75.0,5,custom_aug
seq_00829.npy,75.0,5,custom_aug
seq_00830.npy,75.0,5,custom_aug
seq_00831.npy,75.0,5,custom_aug
seq_00832.npy,75.0,5,custom_aug
seq_00833.npy,75.0,5,custom_aug
seq_00834.npy,75.0,5,custom_aug
seq_00835.npy,75.0,5,custom_aug
seq_00836.npy,75.0,5,custom_aug
seq_00837.npy,75.0,5,custom_aug
seq_00838.npy,75.0,5,custom_aug
seq_00839.npy,75.0,5,custom_aug
seq_00840.npy,75.0,5,custom_aug
seq_00841.npy,75.0,5,custom_aug
seq_00842.npy,75.0,5,custom_aug
seq_00843.npy,75.0,5,custom_aug
seq_00844.npy,75.0,5,custom_aug
seq_00845.npy,75.0,5,custom_aug
seq_00846.npy,75.0,5,custom_aug
seq_00847.npy,75.0,5,custom_aug
seq_00848.npy,75.0,5,custom_aug
seq_00849.npy,75.0,5,custom_aug
seq_00850.npy,75.0,5,custom_aug
seq_00851.npy,75.0,5,custom_aug
seq_00852.npy,75.0,5,custom_aug
seq_00853.npy,75.0,5,custom_aug
seq_00854.npy,75.0,5,custom_aug
seq_00855.npy,75.0,5,custom_aug
seq_00856.npy,75.0,5,custom_aug
seq_00857.npy,75.0,5,custom_aug
seq_00858.npy,75.0,5,custom_aug
seq_00859.npy,75.0,5,custom_aug
seq_00860.npy,75.0,5,custom_aug
seq_00861.npy,75.0,5,custom_aug
seq_00862.npy,75.0,5,custom_aug
seq_00863.npy,75.0,5,custom_aug
seq_00864.npy,75.0,5,custom_aug
seq_00865.npy,75.0,5,custom_aug
seq_00866.npy,75.0,5,custom_aug
seq_00867.npy,75.0,5,custom_aug
seq_00868.npy,75.0,5,custom_aug
seq_00869.npy,75.0,5,custom_aug
seq_00870.npy,75.0,5,custom_aug
seq_00871.npy,75.0,5,custom_aug
seq_00872.npy,75.0,5,custom_aug
seq_00873.npy,75.0,5,custom_aug
seq_00874.npy,75.0,5,custom_aug
seq_00875.npy,75.0,5,custom_aug
seq_00876.npy,75.0,5,custom_aug
seq_00877.npy,75.0,5,custom_aug
seq_00878.npy,75.0,5,custom_aug
seq_00879.npy,75.0,5,custom_aug
seq_00880.npy,75.0,5,custom_aug
seq_00881.npy,75.0,5,custom_aug
seq_00882.npy,75.0,5,custom_aug
seq_00883.npy,75.0,5,custom_aug
seq_00884.npy,75.0,5,custom_aug
seq_00885.npy,75.0,5,custom_aug
seq_00886.npy,75.0,5,custom_aug
seq_00887.npy,75.0,5,custom_aug
seq_00888.npy,75.0,5,custom_aug
seq_00889.npy,75.0,5,custom_aug
seq_00890.npy,75.0,5,custom_aug
seq_00891.npy,75.0,5,custom_aug
seq_00892.npy,75.0,5,custom_aug
seq_00893.npy,75.0,5,custom_aug
seq_00894.npy,75.0,5,custom_aug
seq_00895.npy,75.0,5,custom_aug
seq_00896.npy,75.0,5,custom_aug
seq_00897.npy,75.0,5,custom_aug
seq_00898.npy,75.0,5,custom_aug
seq_00899.npy,75.0,5,custom_aug
seq_00900.npy,75.0,5,custom_aug
seq_00901.npy,75.0,5,custom_aug
seq_00902.npy,75.0,5,custom_aug
seq_00903.npy,75.0,5,custom_aug
seq_00904.npy,75.0,5,custom_aug
seq_00905.npy,75.0,5,custom_aug
seq_00906.npy,75.0,5,custom_aug
seq_00907.npy,75.0,5,custom_aug
seq_00908.npy,75.0,5,custom_aug
seq_00909.npy,75.0,5,custom_aug
seq_00910.npy,75.0,5,custom_aug
seq_00911.npy,75.0,5,custom_aug
seq_00912.npy,75.0,5,custom_aug
seq_00913.npy,75.0,5,custom_aug
seq_00914.npy,75.0,5,custom_aug
seq_00915.npy,75.0,5,custom_aug
seq_00916.npy,75.0,5,custom_aug
seq_00917.npy,75.0,5,custom_aug
seq_00918.npy,75.0,5,custom_aug
seq_00919.npy,75.0,5,custom_aug
seq_00920.npy,75.0,5,custom_aug
seq_00921.npy,75.0,5,custom_aug
seq_00922.npy,75.0,5,custom_aug
seq_00923.npy,75.0,5,custom_aug
seq_00924.npy,75.0,5,custom_aug
seq_00925.npy,75.0,5,custom_aug
seq_00926.npy,75.0,5,custom_aug
seq_00927.npy,75.0,5,custom_aug
seq_00928.npy,75.0,5,custom_aug
seq_00929.npy,75.0,5,custom_aug
seq_00930.npy,75.0,5,custom_aug
seq_00931.npy,75.0,5,custom_aug
seq_00932.npy,75.0,5,custom_aug
seq_00933.npy,75.0,5,custom_aug
seq_00934.npy,75.0,5,custom_aug
seq_00935.npy,75.0,5,custom_aug
seq_00936.npy,75.0,5,custom_aug
seq_00937.npy,75.0,5,custom_aug
seq_00938.npy,75.0,5,custom_aug
seq_00939.npy,75.0,5,custom_aug
seq_00940.npy,75.0,5,custom_aug
seq_00941.npy,75.0,5,custom_aug
seq_00942.npy,75.0,5,custom_aug
seq_00943.npy,75.0,5,custom_aug
seq_00944.npy,75.0,5,custom_aug
seq_00945.npy,75.0,5,custom_aug
seq_00946.npy,75.0,5,custom_aug
seq_00947.npy,75.0,5,custom_aug
seq_00948.npy,75.0,5,custom_aug
seq_00949.npy,75.0,5,custom_aug
seq_00950.npy,75.0,5,custom_aug
seq_00951.npy,75.0,5,custom_aug
seq_00952.npy,75.0,5,custom_aug
seq_00953.npy,75.0,5,custom_aug
seq_00954.npy,75.0,5,custom_aug
seq_00955.npy,75.0,5,custom_aug
seq_00956.npy,75.0,5,custom_aug
seq_00957.npy,75.0,5,custom_aug
seq_00958.npy,75.0,5,custom_aug
seq_00959.npy,75.0,5,custom_aug
seq_00960.npy,75.0,5,custom_aug
seq_00961.npy,75.0,5,custom_aug
seq_00962.npy,75.0,5,custom_aug
seq_00963.npy,75.0,5,custom_aug
seq_00964.npy,75.0,5,custom_aug
seq_00965.npy,75.0,5,custom_aug
seq_00966.npy,75.0,5,custom_aug
seq_00967.npy,75.0,5,custom_aug
seq_00968.npy,75.0,5,custom_aug
seq_00969.npy,75.0,5,custom_aug
seq_00970.npy,75.0,5,custom_aug
seq_00971.npy,75.0,5,custom_aug
seq_00972.npy,75.0,5,custom_aug
seq_00973.npy,75.0,5,custom_aug
seq_00974.npy,75.0,5,custom_aug
seq_00975.npy,75.0,5,custom_aug
seq_00976.npy,75.0,5,custom_aug
seq_00977.npy,75.0,5,custom_aug
seq_00978.npy,75.0,5,custom_aug
seq_00979.npy,75.0,5,custom_aug
seq_00980.npy,75.0,5,custom_aug
seq_00981.npy,75.0,5,custom_aug
seq_00982.npy,75.0,5,custom_aug
seq_00983.npy,75.0,5,custom_aug
seq_00984.npy,75.0,5,custom_aug
seq_00985.npy,75.0,5,custom_aug
seq_00986.npy,75.0,5,custom_aug
seq_00987.npy,75.0,5,custom_aug
seq_00988.npy,75.0,5,custom_aug
seq_00989.npy,75.0,5,custom_aug
seq_00990.npy,75.0,5,custom_aug
seq_00991.npy,75.0,5,custom_aug
seq_00992.npy,75.0,5,custom_aug
seq_00993.npy,75.0,5,custom_aug
seq_00994.npy,75.0,5,custom_aug
seq_00995.npy,75.0,5,custom_aug
seq_00996.npy,75.0,5,custom_aug
seq_00997.npy,75.0,5,custom_aug
seq_00998.npy,75.0,5,custom_aug
seq_00999.npy,75.0,5,custom_aug
seq_01000.npy,75.0,5,custom_aug
seq_01001.npy,75.0,5,custom_aug
seq_01002.npy,75.0,5,custom_aug
seq_01003.npy,75.0,5,custom_aug
seq_01004.npy,75.0,5,custom_aug
seq_01005.npy,75.0,5,custom_aug
seq_01006.npy,75.0,5,custom_aug
seq_01007.npy,75.0,5,custom_aug
seq_01008.npy,75.0,5,custom_aug
seq_01009.npy,75.0,5,custom_aug
seq_01010.npy,75.0,5,custom_aug
seq_01011.npy,75.0,5,custom_aug
seq_01012.npy,75.0,5,custom_aug
seq_01013.npy,75.0,5,custom_aug
seq_01014.npy,75.0,5,custom_aug
seq_01015.npy,75.0,5,custom_aug
seq_01016.npy,75.0,5,custom_aug
seq_01017.npy,75.0,5,custom_aug
seq_01018.npy,75.0,5,custom_aug
seq_01019.npy,75.0,5,custom_aug
seq_01020.npy,75.0,5,custom_aug
seq_01021.npy,75.0,5,custom_aug
seq_01022.npy,75.0,5,custom_aug
seq_01023.npy,75.0,5,custom_aug
seq_01024.npy,75.0,5,custom_aug
seq_01025.npy,75.0,5,custom_aug
seq_01026.npy,75.0,5,custom_aug
seq_01027.npy,75.0,5,custom_aug
seq_01028.npy,75.0,5,custom_aug
seq_01029.npy,75.0,5,custom_aug
seq_01030.npy,75.0,5,custom_aug
seq_01031.npy,75.0,5,custom_aug
seq_01032.npy,75.0,5,custom_aug
seq_01033.npy,75.0,5,custom_aug
seq_01034.npy,75.0,5,custom_aug
seq_01035.npy,92.0,5,ntu_syn_aug
seq_01036.npy,75.0,5,ntu_syn_aug
seq_01037.npy,94.0,5,ntu_syn_aug
seq_01038.npy,76.0,5,ntu_syn_aug
seq_01039.npy,89.0,5,ntu_syn_aug
seq_01040.npy,95.0,5,ntu_syn_aug
seq_01041.npy,88.0,5,ntu_syn_aug
seq_01042.npy,85.0,5,ntu_syn_aug
seq_01043.npy,83.0,5,ntu_syn_aug
seq_01044.npy,88.0,5,ntu_syn_aug
seq_01045.npy,84.0,5,ntu_syn_aug
seq_01046.npy,84.0,5,ntu_syn_aug
seq_01047.npy,86.0,5,ntu_syn_aug
seq_01048.npy,85.0,5,ntu_syn_aug
seq_01049.npy,80.0,5,ntu_syn_aug
seq_01050.npy,74.0,5,ntu_syn_aug
seq_01051.npy,65.0,5,ntu_syn_aug
seq_01052.npy,73.0,5,ntu_syn_aug
seq_01053.npy,53.0,5,ntu_syn_aug
seq_01054.npy,70.0,5,ntu_syn_aug
seq_01055.npy,52.0,5,ntu_syn_aug
seq_01056.npy,73.0,5,ntu_syn_aug
seq_01057.npy,70.0,5,ntu_syn_aug
seq_01058.npy,62.0,5,ntu_syn_aug
seq_01059.npy,56.0,5,ntu_syn_aug
seq_01060.npy,66.0,5,ntu_syn_aug
seq_01061.npy,53.0,5,ntu_syn_aug
seq_01062.npy,56.0,5,ntu_syn_aug
seq_01063.npy,62.0,5,ntu_syn_aug
seq_01064.npy,57.0,5,ntu_syn_aug
seq_01065.npy,34.0,5,ntu_syn_aug
seq_01066.npy,39.0,5,ntu_syn_aug
seq_01067.npy,22.0,5,ntu_syn_aug
seq_01068.npy,25.0,5,ntu_syn_aug
seq_01069.npy,48.0,5,ntu_syn_aug
seq_01070.npy,21.0,5,ntu_syn_aug
seq_01071.npy,27.0,5,ntu_syn_aug
seq_01072.npy,31.0,5,ntu_syn_aug
seq_01073.npy,31.0,5,ntu_syn_aug
seq_01074.npy,29.0,5,ntu_syn_aug
seq_01075.npy,33.0,5,ntu_syn_aug
seq_01076.npy,49.0,5,ntu_syn_aug
seq_01077.npy,43.0,5,ntu_syn_aug
seq_01078.npy,38.0,5,ntu_syn_aug
seq_01079.npy,47.0,5,ntu_syn_aug
seq_01080.npy,98.0,5,uiprmd_syn_aug
seq_01081.npy,96.0,5,uiprmd_syn_aug
seq_01082.npy,81.0,5,uiprmd_syn_aug
seq_01083.npy,84.0,5,uiprmd_syn_aug
seq_01084.npy,82.0,5,uiprmd_syn_aug
seq_01085.npy,88.0,5,uiprmd_syn_aug
seq_01086.npy,94.0,5,uiprmd_syn_aug
seq_01087.npy,79.0,5,uiprmd_syn_aug
seq_01088.npy,96.0,5,uiprmd_syn_aug
seq_01089.npy,80.0,5,uiprmd_syn_aug
seq_01090.npy,95.0,5,uiprmd_syn_aug
seq_01091.npy,83.0,5,uiprmd_syn_aug
seq_01092.npy,83.0,5,uiprmd_syn_aug
seq_01093.npy,80.0,5,uiprmd_syn_aug
seq_01094.npy,80.0,5,uiprmd_syn_aug
seq_01095.npy,72.0,5,uiprmd_syn_aug
seq_01096.npy,74.0,5,uiprmd_syn_aug
seq_01097.npy,64.0,5,uiprmd_syn_aug
seq_01098.npy,60.0,5,uiprmd_syn_aug
seq_01099.npy,62.0,5,uiprmd_syn_aug
seq_01100.npy,60.0,5,uiprmd_syn_aug
seq_01101.npy,67.0,5,uiprmd_syn_aug
seq_01102.npy,70.0,5,uiprmd_syn_aug
seq_01103.npy,76.0,5,uiprmd_syn_aug
seq_01104.npy,68.0,5,uiprmd_syn_aug
seq_01105.npy,67.0,5,uiprmd_syn_aug
seq_01106.npy,72.0,5,uiprmd_syn_aug
seq_01107.npy,74.0,5,uiprmd_syn_aug
seq_01108.npy,71.0,5,uiprmd_syn_aug
seq_01109.npy,64.0,5,uiprmd_syn_aug
seq_01110.npy,40.0,5,uiprmd_syn_aug
seq_01111.npy,49.0,5,uiprmd_syn_aug
seq_01112.npy,51.0,5,uiprmd_syn_aug
seq_01113.npy,40.0,5,uiprmd_syn_aug
seq_01114.npy,43.0,5,uiprmd_syn_aug
seq_01115.npy,49.0,5,uiprmd_syn_aug
seq_01116.npy,33.0,5,uiprmd_syn_aug
seq_01117.npy,31.0,5,uiprmd_syn_aug
seq_01118.npy,44.0,5,uiprmd_syn_aug
seq_01119.npy,35.0,5,uiprmd_syn_aug
seq_01120.npy,28.0,5,uiprmd_syn_aug
seq_01121.npy,50.0,5,uiprmd_syn_aug
seq_01122.npy,33.0,5,uiprmd_syn_aug
seq_01123.npy,49.0,5,uiprmd_syn_aug
seq_01124.npy,42.0,5,uiprmd_syn_aug
seq_01125.npy,95.0,5,kimore_syn_aug
seq_01126.npy,95.0,5,kimore_syn_aug
seq_01127.npy,81.0,5,kimore_syn_aug
seq_01128.npy,77.0,5,kimore_syn_aug
seq_01129.npy,76.0,5,kimore_syn_aug
seq_01130.npy,88.0,5,kimore_syn_aug
seq_01131.npy,71.0,5,kimore_syn_aug
seq_01132.npy,82.0,5,kimore_syn_aug
seq_01133.npy,76.0,5,kimore_syn_aug
seq_01134.npy,72.0,5,kimore_syn_aug
seq_01135.npy,74.0,5,kimore_syn_aug
seq_01136.npy,72.0,5,kimore_syn_aug
seq_01137.npy,75.0,5,kimore_syn_aug
seq_01138.npy,80.0,5,kimore_syn_aug
seq_01139.npy,84.0,5,kimore_syn_aug
seq_01140.npy,47.0,5,kimore_syn_aug
seq_01141.npy,47.0,5,kimore_syn_aug
seq_01142.npy,61.0,5,kimore_syn_aug
seq_01143.npy,61.0,5,kimore_syn_aug
seq_01144.npy,66.0,5,kimore_syn_aug
seq_01145.npy,54.0,5,kimore_syn_aug
seq_01146.npy,58.0,5,kimore_syn_aug
seq_01147.npy,64.0,5,kimore_syn_aug
seq_01148.npy,65.0,5,kimore_syn_aug
seq_01149.npy,67.0,5,kimore_syn_aug
seq_01150.npy,45.0,5,kimore_syn_aug
seq_01151.npy,51.0,5,kimore_syn_aug
seq_01152.npy,54.0,5,kimore_syn_aug
seq_01153.npy,60.0,5,kimore_syn_aug
seq_01154.npy,54.0,5,kimore_syn_aug
seq_01155.npy,43.0,5,kimore_syn_aug
seq_01156.npy,37.0,5,kimore_syn_aug
seq_01157.npy,26.0,5,kimore_syn_aug
seq_01158.npy,43.0,5,kimore_syn_aug
seq_01159.npy,31.0,5,kimore_syn_aug
seq_01160.npy,41.0,5,kimore_syn_aug
seq_01161.npy,24.0,5,kimore_syn_aug
seq_01162.npy,34.0,5,kimore_syn_aug
seq_01163.npy,31.0,5,kimore_syn_aug
seq_01164.npy,37.0,5,kimore_syn_aug
seq_01165.npy,21.0,5,kimore_syn_aug
seq_01166.npy,42.0,5,kimore_syn_aug
seq_01167.npy,38.0,5,kimore_syn_aug
seq_01168.npy,32.0,5,kimore_syn_aug
seq_01169.npy,23.0,5,kimore_syn_aug
